CUSEC;Nivel;NOTA1;vivienda_turistica;unidad1;nota2;plazas;unidad2;nota3;plazas_por_vivienda_turistica;unidad3;nota4;Porcentaje_vivienda_turistica;UNIDAD4;PERIODO;PROV;PROV_LITERAL;MUN;MUN_LITERAL
0105901019;Secciones;;4;Viviendas;;16;Plazas;;4;Plazas;;0,36199095;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902040;Secciones;;1;Viviendas;;2;Plazas;;2;Plazas;;0,092764378;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105901012;Secciones;;5;Viviendas;;34;Plazas;;6,8;Plazas;;0,70323488;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105901001;Secciones;;1;Viviendas;;4;Plazas;;4;Plazas;;0,109051254;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105904001;Secciones;;3;Viviendas;;11;Plazas;;3,666666667;Plazas;;0,462249615;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902018;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903003;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105901013;Secciones;;1;Viviendas;;4;Plazas;;4;Plazas;;0,088652482;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903032;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903020;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105901015;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105905012;Secciones;;1;Viviendas;;2;Plazas;;2;Plazas;;0,124688279;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903034;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903042;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902042;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903014;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105901018;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902033;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903016;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105901040;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105905007;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105901031;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902031;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903004;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105904017;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105904020;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903039;Secciones;;1;Viviendas;;6;Plazas;;6;Plazas;;0,111111111;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903009;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903018;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903023;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105905010;Secciones;;2;Viviendas;;8;Plazas;;4;Plazas;;0,390625;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105901035;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105901030;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105905016;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903029;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105901014;Secciones;;2;Viviendas;;4;Plazas;;2;Plazas;;0,266311585;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903015;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105904029;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105901029;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903036;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105905015;Secciones;;1;Viviendas;;2;Plazas;;2;Plazas;;0,246305419;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902006;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105905002;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105906001;Secciones;;2;Viviendas;;22;Plazas;;11;Plazas;;0,156862745;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105904027;Secciones;;1;Viviendas;;3;Plazas;;3;Plazas;;0,099700897;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902009;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902004;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902002;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105905003;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105904002;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105905014;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902039;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105901036;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105904014;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105904026;Secciones;;1;Viviendas;;6;Plazas;;6;Plazas;;0,156985871;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902016;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902024;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903028;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902022;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902017;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105905029;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902008;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902011;Secciones;;1;Viviendas;;4;Plazas;;4;Plazas;;0,177304965;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105901005;Secciones;;7;Viviendas;;23;Plazas;;3,285714286;Plazas;;0,673724735;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903037;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902044;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105905034;Secciones;;1;Viviendas;;2;Plazas;;2;Plazas;;0,166389351;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105905023;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105905025;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903043;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105904006;Secciones;;1;Viviendas;;4;Plazas;;4;Plazas;;0,137362637;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105905035;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105904031;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903008;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902045;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105905018;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105904023;Secciones;;2;Viviendas;;8;Plazas;;4;Plazas;;0,223463687;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105901003;Secciones;;2;Viviendas;;3;Plazas;;1,5;Plazas;;0,298062593;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903025;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903040;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105904007;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105902038;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0105903011;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01059;Vitoria-Gasteiz
0106001001;Secciones;;1;Viviendas;;4;Plazas;;4;Plazas;;0,490196078;Porcentaje;2025M11;01;Araba/Alava;01060;Yecora/Iekora
0106101001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01061;Zalduondo
0106201001;Secciones;;1;Viviendas;;4;Plazas;;4;Plazas;;0,251889169;Porcentaje;2025M11;01;Araba/Alava;01062;Zambrana
0106301001;Secciones;;9;Viviendas;;88;Plazas;;9,777777778;Plazas;;0,683890578;Porcentaje;2025M11;01;Araba/Alava;01063;Zuia
0190101001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01901;Iruna Oka/Iruna de Oca
0190101002;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;01;Araba/Alava;01901;Iruna Oka/Iruna de Oca
0190201001;Secciones;;1;Viviendas;;8;Plazas;;8;Plazas;;0,142857143;Porcentaje;2025M11;01;Araba/Alava;01902;Lantaron
0200101001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;02;Albacete;02001;Abengibre
0200201001;Secciones;;2;Viviendas;;38;Plazas;;19;Plazas;;0,303951368;Porcentaje;2025M11;02;Albacete;02002;Alatoz
0200301005;Secciones;;1;Viviendas;;8;Plazas;;8;Plazas;;0,111856823;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200301009;Secciones;;2;Viviendas;;8;Plazas;;4;Plazas;;0,313479624;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200301012;Secciones;;1;Viviendas;;2;Plazas;;2;Plazas;;0,194552529;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200306006;Secciones;;2;Viviendas;;11;Plazas;;5,5;Plazas;;0,352112676;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200301011;Secciones;;2;Viviendas;;4;Plazas;;2;Plazas;;0,177462289;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200301002;Secciones;;1;Viviendas;;6;Plazas;;6;Plazas;;0,156494523;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200301007;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200301013;Secciones;;1;Viviendas;;10;Plazas;;10;Plazas;;0,148809524;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200301006;Secciones;;2;Viviendas;;10;Plazas;;5;Plazas;;0,208986416;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200301010;Secciones;;1;Viviendas;;3;Plazas;;3;Plazas;;0,06443299;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200301008;Secciones;;6;Viviendas;;24;Plazas;;4;Plazas;;1,165048544;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200301003;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200301004;Secciones;;15;Viviendas;;69;Plazas;;4,6;Plazas;;1,824817518;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200303013;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200303014;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200301001;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200303010;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200306010;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200306005;Secciones;;1;Viviendas;;6;Plazas;;6;Plazas;;0,191570881;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200307006;Secciones;;1;Viviendas;;5;Plazas;;5;Plazas;;0,151057402;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200306008;Secciones;;4;Viviendas;;13;Plazas;;3,25;Plazas;;0,72859745;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200306001;Secciones;;2;Viviendas;;11;Plazas;;5,5;Plazas;;0,29455081;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200307014;Secciones;;1;Viviendas;;6;Plazas;;6;Plazas;;0,086430424;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200307008;Secciones;;3;Viviendas;;10;Plazas;;3,333333333;Plazas;;0,239616613;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200306011;Secciones;;1;Viviendas;;5;Plazas;;5;Plazas;;0,27700831;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200307013;Secciones;;2;Viviendas;;10;Plazas;;5;Plazas;;0,320512821;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200307015;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200308002;Secciones;;3;Viviendas;;6;Plazas;;2;Plazas;;0,269784173;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200307010;Secciones;;1;Viviendas;;5;Plazas;;5;Plazas;;0,11820331;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200307018;Secciones;;6;Viviendas;;25;Plazas;;4,166666667;Plazas;Dato protegido por secreto estadistico.;;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200307005;Secciones;;1;Viviendas;;4;Plazas;;4;Plazas;;0,101626016;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200308003;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200308006;Secciones;;0;Viviendas;;0;Plazas;Area sin viviendas turisticas. No se proporciona el dato por carecer de sentido.;;Plazas;;0;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200307016;Secciones;;6;Viviendas;;28;Plazas;;4,666666667;Plazas;;1,109057301;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200307007;Secciones;;1;Viviendas;;5;Plazas;;5;Plazas;;0,377358491;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200305011;Secciones;;3;Viviendas;;14;Plazas;;4,666666667;Plazas;;0,451807229;Porcentaje;2025M11;02;Albacete;02003;Albacete
0200308001;Secciones;;10;Viviendas;;68;Plazas;;6,8;Plazas;;0,24473813;Porcentaje;2025M11;02;Albacete;02003;Albacete
