Municipios;Distritos;Secciones;Indicadores_gini_p8020;Periodo;Total
28002 Ajalvir;2800201 Ajalvir distrito 01;;Indice de Gini;2023;28,3
28002 Ajalvir;2800201 Ajalvir distrito 01;;Indice de Gini;2022;29,3
28002 Ajalvir;2800201 Ajalvir distrito 01;;Indice de Gini;2021;30,1
28002 Ajalvir;2800201 Ajalvir distrito 01;;Indice de Gini;2020;30,9
28002 Ajalvir;2800201 Ajalvir distrito 01;;Indice de Gini;2019;30,7
28002 Ajalvir;2800201 Ajalvir distrito 01;;Indice de Gini;2018;30,3
28002 Ajalvir;2800201 Ajalvir distrito 01;;Indice de Gini;2017;30,7
28002 Ajalvir;2800201 Ajalvir distrito 01;;Indice de Gini;2016;32,9
28002 Ajalvir;2800201 Ajalvir distrito 01;;Indice de Gini;2015;31,7
28002 Ajalvir;2800201 Ajalvir distrito 01;;Distribucion de la renta P80/P20;2023;2,4
28002 Ajalvir;2800201 Ajalvir distrito 01;;Distribucion de la renta P80/P20;2022;2,5
28002 Ajalvir;2800201 Ajalvir distrito 01;;Distribucion de la renta P80/P20;2021;2,6
28002 Ajalvir;2800201 Ajalvir distrito 01;;Distribucion de la renta P80/P20;2020;2,6
28002 Ajalvir;2800201 Ajalvir distrito 01;;Distribucion de la renta P80/P20;2019;2,6
28002 Ajalvir;2800201 Ajalvir distrito 01;;Distribucion de la renta P80/P20;2018;2,7
28002 Ajalvir;2800201 Ajalvir distrito 01;;Distribucion de la renta P80/P20;2017;2,5
28002 Ajalvir;2800201 Ajalvir distrito 01;;Distribucion de la renta P80/P20;2016;3
28002 Ajalvir;2800201 Ajalvir distrito 01;;Distribucion de la renta P80/P20;2015;2,6
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Indice de Gini;2023;28,6
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Indice de Gini;2022;30,4
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Indice de Gini;2021;30,7
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Indice de Gini;2020;31,8
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Indice de Gini;2019;30,9
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Indice de Gini;2018;30,2
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Indice de Gini;2017;31
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Indice de Gini;2016;32,4
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Indice de Gini;2015;32,1
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Distribucion de la renta P80/P20;2023;2,5
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Distribucion de la renta P80/P20;2022;2,7
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Distribucion de la renta P80/P20;2021;2,7
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Distribucion de la renta P80/P20;2020;2,8
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Distribucion de la renta P80/P20;2019;2,7
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Distribucion de la renta P80/P20;2018;2,5
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Distribucion de la renta P80/P20;2017;2,5
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Distribucion de la renta P80/P20;2016;2,8
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201001 Ajalvir seccion 01001;Distribucion de la renta P80/P20;2015;2,8
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Indice de Gini;2023;27,8
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Indice de Gini;2022;28,1
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Indice de Gini;2021;29,3
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Indice de Gini;2020;29,4
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Indice de Gini;2019;30,3
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Indice de Gini;2018;30
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Indice de Gini;2017;30
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Indice de Gini;2016;32,9
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Indice de Gini;2015;31,1
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Distribucion de la renta P80/P20;2023;2,3
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Distribucion de la renta P80/P20;2022;2,3
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Distribucion de la renta P80/P20;2021;2,4
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Distribucion de la renta P80/P20;2020;2,4
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Distribucion de la renta P80/P20;2019;2,5
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Distribucion de la renta P80/P20;2018;2,7
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Distribucion de la renta P80/P20;2017;2,6
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Distribucion de la renta P80/P20;2016;2,8
28002 Ajalvir;2800201 Ajalvir distrito 01;2800201002 Ajalvir seccion 01002;Distribucion de la renta P80/P20;2015;2,6
28003 Alameda del Valle;;;Indice de Gini;2023;35,7
28003 Alameda del Valle;;;Indice de Gini;2022;36
28003 Alameda del Valle;;;Indice de Gini;2021;34,5
28003 Alameda del Valle;;;Indice de Gini;2020;32,1
28003 Alameda del Valle;;;Indice de Gini;2019;36,4
28003 Alameda del Valle;;;Indice de Gini;2018;31,8
28003 Alameda del Valle;;;Indice de Gini;2017;35,8
28003 Alameda del Valle;;;Indice de Gini;2016;37
28003 Alameda del Valle;;;Indice de Gini;2015;34,2
28003 Alameda del Valle;;;Distribucion de la renta P80/P20;2023;2,9
28003 Alameda del Valle;;;Distribucion de la renta P80/P20;2022;3,1
28003 Alameda del Valle;;;Distribucion de la renta P80/P20;2021;2,9
28003 Alameda del Valle;;;Distribucion de la renta P80/P20;2020;3
28003 Alameda del Valle;;;Distribucion de la renta P80/P20;2019;3,2
28003 Alameda del Valle;;;Distribucion de la renta P80/P20;2018;2,9
28003 Alameda del Valle;;;Distribucion de la renta P80/P20;2017;3,2
28003 Alameda del Valle;;;Distribucion de la renta P80/P20;2016;2,9
28003 Alameda del Valle;;;Distribucion de la renta P80/P20;2015;2,8
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Indice de Gini;2023;35,7
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Indice de Gini;2022;36
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Indice de Gini;2021;34,5
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Indice de Gini;2020;32,1
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Indice de Gini;2019;36,4
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Indice de Gini;2018;31,8
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Indice de Gini;2017;35,8
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Indice de Gini;2016;37
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Indice de Gini;2015;34,2
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Distribucion de la renta P80/P20;2023;2,9
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Distribucion de la renta P80/P20;2022;3,1
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Distribucion de la renta P80/P20;2021;2,9
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Distribucion de la renta P80/P20;2020;3
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Distribucion de la renta P80/P20;2019;3,2
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Distribucion de la renta P80/P20;2018;2,9
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Distribucion de la renta P80/P20;2017;3,2
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Distribucion de la renta P80/P20;2016;2,9
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;;Distribucion de la renta P80/P20;2015;2,8
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Indice de Gini;2023;35,7
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Indice de Gini;2022;36
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Indice de Gini;2021;34,5
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Indice de Gini;2020;32,1
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Indice de Gini;2019;36,4
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Indice de Gini;2018;31,8
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Indice de Gini;2017;35,8
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Indice de Gini;2016;37
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Indice de Gini;2015;34,2
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Distribucion de la renta P80/P20;2023;2,9
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Distribucion de la renta P80/P20;2022;3,1
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Distribucion de la renta P80/P20;2021;2,9
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Distribucion de la renta P80/P20;2020;3
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Distribucion de la renta P80/P20;2019;3,2
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Distribucion de la renta P80/P20;2018;2,9
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Distribucion de la renta P80/P20;2017;3,2
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Distribucion de la renta P80/P20;2016;2,9
28003 Alameda del Valle;2800301 Alameda del Valle distrito 01;2800301001 Alameda del Valle seccion 01001;Distribucion de la renta P80/P20;2015;2,8
28004 Alamo, El;;;Indice de Gini;2023;30,1
28004 Alamo, El;;;Indice de Gini;2022;31,4
28004 Alamo, El;;;Indice de Gini;2021;31,1
28004 Alamo, El;;;Indice de Gini;2020;32,2
28004 Alamo, El;;;Indice de Gini;2019;32
28004 Alamo, El;;;Indice de Gini;2018;32,7
28004 Alamo, El;;;Indice de Gini;2017;33,7
28004 Alamo, El;;;Indice de Gini;2016;34,7
28004 Alamo, El;;;Indice de Gini;2015;35,1
28004 Alamo, El;;;Distribucion de la renta P80/P20;2023;2,7
28004 Alamo, El;;;Distribucion de la renta P80/P20;2022;2,9
28004 Alamo, El;;;Distribucion de la renta P80/P20;2021;2,8
28004 Alamo, El;;;Distribucion de la renta P80/P20;2020;2,8
28004 Alamo, El;;;Distribucion de la renta P80/P20;2019;2,8
28004 Alamo, El;;;Distribucion de la renta P80/P20;2018;3
28004 Alamo, El;;;Distribucion de la renta P80/P20;2017;3,2
28004 Alamo, El;;;Distribucion de la renta P80/P20;2016;3,6
28004 Alamo, El;;;Distribucion de la renta P80/P20;2015;3,5
28004 Alamo, El;2800401 Alamo, El distrito 01;;Indice de Gini;2023;30,1
28004 Alamo, El;2800401 Alamo, El distrito 01;;Indice de Gini;2022;31,4
28004 Alamo, El;2800401 Alamo, El distrito 01;;Indice de Gini;2021;31,1
28004 Alamo, El;2800401 Alamo, El distrito 01;;Indice de Gini;2020;32,2
28004 Alamo, El;2800401 Alamo, El distrito 01;;Indice de Gini;2019;32
28004 Alamo, El;2800401 Alamo, El distrito 01;;Indice de Gini;2018;32,7
28004 Alamo, El;2800401 Alamo, El distrito 01;;Indice de Gini;2017;33,7
28004 Alamo, El;2800401 Alamo, El distrito 01;;Indice de Gini;2016;34,7
28004 Alamo, El;2800401 Alamo, El distrito 01;;Indice de Gini;2015;35,1
28004 Alamo, El;2800401 Alamo, El distrito 01;;Distribucion de la renta P80/P20;2023;2,7
28004 Alamo, El;2800401 Alamo, El distrito 01;;Distribucion de la renta P80/P20;2022;2,9
28004 Alamo, El;2800401 Alamo, El distrito 01;;Distribucion de la renta P80/P20;2021;2,8
28004 Alamo, El;2800401 Alamo, El distrito 01;;Distribucion de la renta P80/P20;2020;2,8
28004 Alamo, El;2800401 Alamo, El distrito 01;;Distribucion de la renta P80/P20;2019;2,8
28004 Alamo, El;2800401 Alamo, El distrito 01;;Distribucion de la renta P80/P20;2018;3
28004 Alamo, El;2800401 Alamo, El distrito 01;;Distribucion de la renta P80/P20;2017;3,2
28004 Alamo, El;2800401 Alamo, El distrito 01;;Distribucion de la renta P80/P20;2016;3,6
28004 Alamo, El;2800401 Alamo, El distrito 01;;Distribucion de la renta P80/P20;2015;3,5
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Indice de Gini;2023;30,5
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Indice de Gini;2022;31,9
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Indice de Gini;2021;31
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Indice de Gini;2020;32,1
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Indice de Gini;2019;32,2
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Indice de Gini;2018;33,1
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Indice de Gini;2017;34,4
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Indice de Gini;2016;35,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Indice de Gini;2015;36,5
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Distribucion de la renta P80/P20;2023;2,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Distribucion de la renta P80/P20;2022;3,1
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Distribucion de la renta P80/P20;2021;2,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Distribucion de la renta P80/P20;2020;3,1
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Distribucion de la renta P80/P20;2019;3
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Distribucion de la renta P80/P20;2018;2,9
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Distribucion de la renta P80/P20;2017;3,2
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Distribucion de la renta P80/P20;2016;3,5
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401001 Alamo, El seccion 01001;Distribucion de la renta P80/P20;2015;3,5
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Indice de Gini;2023;30,3
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Indice de Gini;2022;32,1
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Indice de Gini;2021;31
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Indice de Gini;2020;32,2
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Indice de Gini;2019;31,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Indice de Gini;2018;32,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Indice de Gini;2017;33,7
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Indice de Gini;2016;33,7
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Indice de Gini;2015;34,4
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Distribucion de la renta P80/P20;2023;2,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Distribucion de la renta P80/P20;2022;2,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Distribucion de la renta P80/P20;2021;2,6
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Distribucion de la renta P80/P20;2020;3
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Distribucion de la renta P80/P20;2019;2,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Distribucion de la renta P80/P20;2018;3,1
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Distribucion de la renta P80/P20;2017;3
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Distribucion de la renta P80/P20;2016;3,2
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401002 Alamo, El seccion 01002;Distribucion de la renta P80/P20;2015;3,2
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Indice de Gini;2023;29,1
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Indice de Gini;2022;30
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Indice de Gini;2021;31,2
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Indice de Gini;2020;32
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Indice de Gini;2019;32,6
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Indice de Gini;2018;32,4
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Indice de Gini;2017;33,5
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Indice de Gini;2016;35,4
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Indice de Gini;2015;35,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Distribucion de la renta P80/P20;2023;2,5
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Distribucion de la renta P80/P20;2022;2,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Distribucion de la renta P80/P20;2021;2,7
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Distribucion de la renta P80/P20;2020;2,9
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Distribucion de la renta P80/P20;2019;3
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Distribucion de la renta P80/P20;2018;2,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Distribucion de la renta P80/P20;2017;3,1
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Distribucion de la renta P80/P20;2016;3,4
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401003 Alamo, El seccion 01003;Distribucion de la renta P80/P20;2015;3,2
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Indice de Gini;2023;29,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Indice de Gini;2022;30,2
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Indice de Gini;2021;29,6
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Indice de Gini;2020;31,9
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Indice de Gini;2019;30,7
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Indice de Gini;2018;31,6
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Indice de Gini;2017;32,5
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Indice de Gini;2016;33,3
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Indice de Gini;2015;32,9
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Distribucion de la renta P80/P20;2023;2,6
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Distribucion de la renta P80/P20;2022;2,7
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Distribucion de la renta P80/P20;2021;2,7
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Distribucion de la renta P80/P20;2020;2,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Distribucion de la renta P80/P20;2019;2,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Distribucion de la renta P80/P20;2018;2,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Distribucion de la renta P80/P20;2017;2,8
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Distribucion de la renta P80/P20;2016;3,3
28004 Alamo, El;2800401 Alamo, El distrito 01;2800401004 Alamo, El seccion 01004;Distribucion de la renta P80/P20;2015;2,9
28005 Alcala de Henares;;;Indice de Gini;2023;29,7
28005 Alcala de Henares;;;Indice de Gini;2022;30,1
28005 Alcala de Henares;;;Indice de Gini;2021;30,2
28005 Alcala de Henares;;;Indice de Gini;2020;30,8
28005 Alcala de Henares;;;Indice de Gini;2019;30,4
28005 Alcala de Henares;;;Indice de Gini;2018;31,1
28005 Alcala de Henares;;;Indice de Gini;2017;31,8
28005 Alcala de Henares;;;Indice de Gini;2016;34
28005 Alcala de Henares;;;Indice de Gini;2015;33,3
28005 Alcala de Henares;;;Distribucion de la renta P80/P20;2023;2,5
28005 Alcala de Henares;;;Distribucion de la renta P80/P20;2022;2,6
28005 Alcala de Henares;;;Distribucion de la renta P80/P20;2021;2,7
28005 Alcala de Henares;;;Distribucion de la renta P80/P20;2020;2,6
28005 Alcala de Henares;;;Distribucion de la renta P80/P20;2019;2,6
28005 Alcala de Henares;;;Distribucion de la renta P80/P20;2018;2,7
28005 Alcala de Henares;;;Distribucion de la renta P80/P20;2017;2,7
28005 Alcala de Henares;;;Distribucion de la renta P80/P20;2016;3,1
28005 Alcala de Henares;;;Distribucion de la renta P80/P20;2015;3,1
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Indice de Gini;2023;31,2
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Indice de Gini;2022;31,7
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Indice de Gini;2021;31,4
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Indice de Gini;2020;32,2
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Indice de Gini;2019;32,1
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Indice de Gini;2018;32,9
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Indice de Gini;2017;33,4
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Indice de Gini;2016;36,2
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Indice de Gini;2015;35,4
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Distribucion de la renta P80/P20;2023;2,8
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Distribucion de la renta P80/P20;2022;2,9
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Distribucion de la renta P80/P20;2021;2,7
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Distribucion de la renta P80/P20;2020;2,9
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Distribucion de la renta P80/P20;2019;2,8
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Distribucion de la renta P80/P20;2018;2,9
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Distribucion de la renta P80/P20;2017;3,1
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Distribucion de la renta P80/P20;2016;3,3
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;;Distribucion de la renta P80/P20;2015;3,3
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;2800501001 Alcala de Henares seccion 01001;Indice de Gini;2023;32,7
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;2800501001 Alcala de Henares seccion 01001;Indice de Gini;2022;33,4
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;2800501001 Alcala de Henares seccion 01001;Indice de Gini;2021;31,8
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;2800501001 Alcala de Henares seccion 01001;Indice de Gini;2020;33,1
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;2800501001 Alcala de Henares seccion 01001;Indice de Gini;2019;32,9
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;2800501001 Alcala de Henares seccion 01001;Indice de Gini;2018;32,8
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;2800501001 Alcala de Henares seccion 01001;Indice de Gini;2017;33,9
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;2800501001 Alcala de Henares seccion 01001;Indice de Gini;2016;36,1
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;2800501001 Alcala de Henares seccion 01001;Indice de Gini;2015;36,5
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;2800501001 Alcala de Henares seccion 01001;Distribucion de la renta P80/P20;2023;3,1
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;2800501001 Alcala de Henares seccion 01001;Distribucion de la renta P80/P20;2022;3,2
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;2800501001 Alcala de Henares seccion 01001;Distribucion de la renta P80/P20;2021;2,6
28005 Alcala de Henares;2800501 Alcala de Henares distrito 01;2800501001 Alcala de Henares seccion 01001;Distribucion de la renta P80/P20;2020;3
